"school_id","year","level","assessment","subject","tested","proficiency"
"609798",2022,"ES","IAR/PARCC","math",317,34.7
"609799",2022,"ES","IAR/PARCC","math",569,56.8
"609800",2022,"ES","IAR/PARCC","math",153,1.3
"609803",2022,"ES","IAR/PARCC","math",388,52.8
"609804",2022,"ES","IAR/PARCC","math",431,11.8
"609805",2022,"ES","IAR/PARCC","math",222,2.3
"609806",2022,"ES","IAR/PARCC","math",290,3.1
"609807",2022,"ES","IAR/PARCC","math",306,2.9
"609808",2022,"ES","IAR/PARCC","math",240,5.4
"609809",2022,"ES","IAR/PARCC","math",340,16.8
"609810",2022,"ES","IAR/PARCC","math",626,21.1
"609811",2022,"ES","IAR/PARCC","math",119,2.5
"609812",2022,"ES","IAR/PARCC","math",102,0
"609813",2022,"ES","IAR/PARCC","math",92,5.4
"609815",2022,"ES","IAR/PARCC","math",321,1.2
"609817",2022,"ES","IAR/PARCC","math",355,27.9
"609818",2022,"ES","IAR/PARCC","math",471,6.4
"609819",2022,"ES","IAR/PARCC","math",149,0.7
"609820",2022,"ES","IAR/PARCC","math",315,55.9
"609821",2022,"ES","IAR/PARCC","math",301,3.7
"609827",2022,"ES","IAR/PARCC","math",184,4.9
"609828",2022,"ES","IAR/PARCC","math",330,33.9
"609829",2022,"ES","IAR/PARCC","math",255,20.4
"609830",2022,"ES","IAR/PARCC","math",208,2.4
"609832",2022,"ES","IAR/PARCC","math",402,15.2
"609833",2022,"ES","IAR/PARCC","math",141,2.1
"609834",2022,"ES","IAR/PARCC","math",452,5.8
"609835",2022,"ES","IAR/PARCC","math",422,2.1
"609836",2022,"ES","IAR/PARCC","math",465,28.4
"609837",2022,"ES","IAR/PARCC","math",349,15.5
"609839",2022,"ES","IAR/PARCC","math",225,8
"609842",2022,"ES","IAR/PARCC","math",571,9.8
"609844",2022,"ES","IAR/PARCC","math",175,1.1
"609845",2022,"ES","IAR/PARCC","math",277,1.1
"609848",2022,"ES","IAR/PARCC","math",135,1.5
"609849",2022,"ES","IAR/PARCC","math",224,21.4
"609850",2022,"ES","IAR/PARCC","math",258,21.7
"609851",2022,"ES","IAR/PARCC","math",144,2.1
"609852",2022,"ES","IAR/PARCC","math",295,30.8
"609853",2022,"ES","IAR/PARCC","math",194,2.6
"609854",2022,"ES","IAR/PARCC","math",158,6.3
"609855",2022,"ES","IAR/PARCC","math",159,4.4
"609856",2022,"ES","IAR/PARCC","math",351,6
"609857",2022,"ES","IAR/PARCC","math",266,7.9
"609859",2022,"ES","IAR/PARCC","math",677,16.2
"609861",2022,"ES","IAR/PARCC","math",234,4.3
"609862",2022,"ES","IAR/PARCC","math",186,2.2
"609863",2022,"ES","IAR/PARCC","math",144,18.8
"609864",2022,"ES","IAR/PARCC","math",174,1.1
"609865",2022,"ES","IAR/PARCC","math",269,6.3
"609866",2022,"ES","IAR/PARCC","math",583,60.4
"609867",2022,"ES","IAR/PARCC","math",312,9.3
"609869",2022,"ES","IAR/PARCC","math",106,0.9
"609870",2022,"ES","IAR/PARCC","math",275,4.7
"609872",2022,"ES","IAR/PARCC","math",171,6.4
"609873",2022,"ES","IAR/PARCC","math",83,4.8
"609874",2022,"ES","IAR/PARCC","math",495,35.4
"609875",2022,"ES","IAR/PARCC","math",295,4.7
"609876",2022,"ES","IAR/PARCC","math",317,4.7
"609879",2022,"ES","IAR/PARCC","math",614,15
"609880",2022,"ES","IAR/PARCC","math",220,85
"609883",2022,"ES","IAR/PARCC","math",241,1.2
"609884",2022,"ES","IAR/PARCC","math",476,16.2
"609885",2022,"ES","IAR/PARCC","math",158,5.1
"609887",2022,"ES","IAR/PARCC","math",376,9
"609891",2022,"ES","IAR/PARCC","math",128,0
"609893",2022,"ES","IAR/PARCC","math",431,15.1
"609894",2022,"ES","IAR/PARCC","math",146,2.1
"609895",2022,"ES","IAR/PARCC","math",124,10.5
"609896",2022,"ES","IAR/PARCC","math",134,23.9
"609897",2022,"ES","IAR/PARCC","math",159,0.6
"609898",2022,"ES","IAR/PARCC","math",743,4.8
"609899",2022,"ES","IAR/PARCC","math",497,41.6
"609900",2022,"ES","IAR/PARCC","math",252,1.6
"609901",2022,"ES","IAR/PARCC","math",303,48.8
"609902",2022,"ES","IAR/PARCC","math",192,0.5
"609903",2022,"ES","IAR/PARCC","math",791,4.7
"609904",2022,"ES","IAR/PARCC","math",196,0.5
"609907",2022,"ES","IAR/PARCC","math",233,5.6
"609908",2022,"ES","IAR/PARCC","math",159,1.3
"609909",2022,"ES","IAR/PARCC","math",46,26.1
"609910",2022,"ES","IAR/PARCC","math",484,7.2
"609912",2022,"ES","IAR/PARCC","math",284,31.3
"609917",2022,"ES","IAR/PARCC","math",175,11.4
"609918",2022,"ES","IAR/PARCC","math",142,7
"609919",2022,"ES","IAR/PARCC","math",195,1
"609920",2022,"ES","IAR/PARCC","math",313,5.4
"609921",2022,"ES","IAR/PARCC","math",151,7.3
"609922",2022,"ES","IAR/PARCC","math",194,4.1
"609924",2022,"ES","IAR/PARCC","math",197,2
"609925",2022,"ES","IAR/PARCC","math",124,3.2
"609926",2022,"ES","IAR/PARCC","math",241,19.5
"609927",2022,"ES","IAR/PARCC","math",136,9.6
"609928",2022,"ES","IAR/PARCC","math",227,2.6
"609929",2022,"ES","IAR/PARCC","math",185,9.2
"609930",2022,"ES","IAR/PARCC","math",243,4.5
"609933",2022,"ES","IAR/PARCC","math",115,3.5
"609935",2022,"ES","IAR/PARCC","math",393,4.6
"609937",2022,"ES","IAR/PARCC","math",484,29.1
"609938",2022,"ES","IAR/PARCC","math",748,11
"609939",2022,"ES","IAR/PARCC","math",221,0.5
"609941",2022,"ES","IAR/PARCC","math",229,3.5
"609942",2022,"ES","IAR/PARCC","math",383,11.5
"609943",2022,"ES","IAR/PARCC","math",180,0
"609944",2022,"ES","IAR/PARCC","math",188,22.9
"609945",2022,"ES","IAR/PARCC","math",357,24.4
"609947",2022,"ES","IAR/PARCC","math",211,3.3
"609949",2022,"ES","IAR/PARCC","math",634,13.2
"609951",2022,"ES","IAR/PARCC","math",213,1.9
"609952",2022,"ES","IAR/PARCC","math",139,5.8
"609954",2022,"ES","IAR/PARCC","math",195,0.5
"609955",2022,"ES","IAR/PARCC","math",210,0
"609956",2022,"ES","IAR/PARCC","math",259,25.1
"609958",2022,"ES","IAR/PARCC","math",447,13.4
"609959",2022,"ES","IAR/PARCC","math",403,51.4
"609960",2022,"ES","IAR/PARCC","math",565,12
"609961",2022,"ES","IAR/PARCC","math",190,3.7
"609963",2022,"ES","IAR/PARCC","math",226,52.2
"609964",2022,"ES","IAR/PARCC","math",306,5.6
"609966",2022,"ES","IAR/PARCC","math",159,3.1
"609967",2022,"ES","IAR/PARCC","math",131,9.2
"609968",2022,"ES","IAR/PARCC","math",367,2.7
"609969",2022,"ES","IAR/PARCC","math",177,5.1
"609971",2022,"ES","IAR/PARCC","math",202,0.5
"609972",2022,"ES","IAR/PARCC","math",477,8.2
"609973",2022,"ES","IAR/PARCC","math",366,20.5
"609974",2022,"ES","IAR/PARCC","math",373,76.1
"609975",2022,"ES","IAR/PARCC","math",162,1.9
"609976",2022,"ES","IAR/PARCC","math",521,13.4
"609977",2022,"ES","IAR/PARCC","math",82,8.5
"609978",2022,"ES","IAR/PARCC","math",183,2.2
"609979",2022,"ES","IAR/PARCC","math",905,54.6
"609981",2022,"ES","IAR/PARCC","math",143,8.4
"609983",2022,"ES","IAR/PARCC","math",313,5.4
"609985",2022,"ES","IAR/PARCC","math",151,0
"609986",2022,"ES","IAR/PARCC","math",109,0.9
"609987",2022,"ES","IAR/PARCC","math",99,8.1
"609988",2022,"ES","IAR/PARCC","math",315,12.1
"609990",2022,"ES","IAR/PARCC","math",447,37.6
"609991",2022,"ES","IAR/PARCC","math",218,1.4
"609993",2022,"ES","IAR/PARCC","math",193,4.7
"609994",2022,"ES","IAR/PARCC","math",416,9.6
"609995",2022,"ES","IAR/PARCC","math",335,14.9
"609996",2022,"ES","IAR/PARCC","math",254,25.6
"609997",2022,"ES","IAR/PARCC","math",75,2.7
"610000",2022,"ES","IAR/PARCC","math",234,1.3
"610002",2022,"ES","IAR/PARCC","math",141,9.2
"610003",2022,"ES","IAR/PARCC","math",142,2.1
"610004",2022,"ES","IAR/PARCC","math",123,4.1
"610005",2022,"ES","IAR/PARCC","math",109,0.9
"610006",2022,"ES","IAR/PARCC","math",463,12.1
"610009",2022,"ES","IAR/PARCC","math",342,21.9
"610010",2022,"ES","IAR/PARCC","math",131,13
"610011",2022,"ES","IAR/PARCC","math",515,35.9
"610013",2022,"ES","IAR/PARCC","math",156,4.5
"610015",2022,"ES","IAR/PARCC","math",123,8.1
"610016",2022,"ES","IAR/PARCC","math",185,18.9
"610017",2022,"ES","IAR/PARCC","math",558,8.6
"610019",2022,"ES","IAR/PARCC","math",118,5.1
"610021",2022,"ES","IAR/PARCC","math",201,11.4
"610022",2022,"ES","IAR/PARCC","math",418,9.3
"610024",2022,"ES","IAR/PARCC","math",556,15.3
"610026",2022,"ES","IAR/PARCC","math",450,27.8
"610027",2022,"ES","IAR/PARCC","math",153,3.9
"610029",2022,"ES","IAR/PARCC","math",69,1.4
"610030",2022,"ES","IAR/PARCC","math",142,3.5
"610032",2022,"ES","IAR/PARCC","math",187,2.7
"610033",2022,"ES","IAR/PARCC","math",300,41.3
"610034",2022,"ES","IAR/PARCC","math",116,0.9
"610036",2022,"ES","IAR/PARCC","math",270,3
"610037",2022,"ES","IAR/PARCC","math",163,3.1
"610038",2022,"ES","IAR/PARCC","math",562,67.8
"610039",2022,"ES","IAR/PARCC","math",332,17.5
"610040",2022,"ES","IAR/PARCC","math",375,5.3
"610041",2022,"ES","IAR/PARCC","math",715,5.9
"610043",2022,"ES","IAR/PARCC","math",198,3.5
"610044",2022,"ES","IAR/PARCC","math",168,2.4
"610046",2022,"ES","IAR/PARCC","math",788,16.9
"610047",2022,"ES","IAR/PARCC","math",116,0
"610048",2022,"ES","IAR/PARCC","math",153,0.7
"610051",2022,"ES","IAR/PARCC","math",469,5.1
"610052",2022,"ES","IAR/PARCC","math",190,4.2
"610053",2022,"ES","IAR/PARCC","math",608,7.2
"610054",2022,"ES","IAR/PARCC","math",398,7.3
"610055",2022,"ES","IAR/PARCC","math",105,7.6
"610056",2022,"ES","IAR/PARCC","math",178,4.5
"610057",2022,"ES","IAR/PARCC","math",326,4.9
"610059",2022,"ES","IAR/PARCC","math",353,51.6
"610060",2022,"ES","IAR/PARCC","math",281,33.8
"610062",2022,"ES","IAR/PARCC","math",170,11.2
"610063",2022,"ES","IAR/PARCC","math",219,2.7
"610065",2022,"ES","IAR/PARCC","math",138,0
"610066",2022,"ES","IAR/PARCC","math",130,59.2
"610067",2022,"ES","IAR/PARCC","math",342,2.9
"610068",2022,"ES","IAR/PARCC","math",703,13.9
"610070",2022,"ES","IAR/PARCC","math",312,11.5
"610073",2022,"ES","IAR/PARCC","math",219,32.4
"610074",2022,"ES","IAR/PARCC","math",428,8.9
"610076",2022,"ES","IAR/PARCC","math",247,5.7
"610077",2022,"ES","IAR/PARCC","math",330,3
"610078",2022,"ES","IAR/PARCC","math",392,18.9
"610081",2022,"ES","IAR/PARCC","math",342,56.4
"610082",2022,"ES","IAR/PARCC","math",745,45.8
"610084",2022,"ES","IAR/PARCC","math",156,86.5
"610086",2022,"ES","IAR/PARCC","math",154,1.3
"610088",2022,"ES","IAR/PARCC","math",303,4.3
"610089",2022,"ES","IAR/PARCC","math",283,15.9
"610090",2022,"ES","IAR/PARCC","math",308,5.5
"610091",2022,"ES","IAR/PARCC","math",179,2.2
"610092",2022,"ES","IAR/PARCC","math",119,0
"610093",2022,"ES","IAR/PARCC","math",116,2.6
"610094",2022,"ES","IAR/PARCC","math",386,40.9
"610095",2022,"ES","IAR/PARCC","math",228,18
"610096",2022,"ES","IAR/PARCC","math",686,10.8
"610097",2022,"ES","IAR/PARCC","math",323,5
"610098",2022,"ES","IAR/PARCC","math",397,10.3
"610099",2022,"ES","IAR/PARCC","math",266,32.7
"610100",2022,"ES","IAR/PARCC","math",306,3.9
"610101",2022,"ES","IAR/PARCC","math",532,16.2
"610102",2022,"ES","IAR/PARCC","math",163,1.2
"610103",2022,"ES","IAR/PARCC","math",326,1.8
"610104",2022,"ES","IAR/PARCC","math",404,27.2
"610105",2022,"ES","IAR/PARCC","math",431,38.7
"610106",2022,"ES","IAR/PARCC","math",327,1.8
"610107",2022,"ES","IAR/PARCC","math",162,4.9
"610108",2022,"ES","IAR/PARCC","math",192,1
"610109",2022,"ES","IAR/PARCC","math",170,8.2
"610110",2022,"ES","IAR/PARCC","math",166,3.6
"610111",2022,"ES","IAR/PARCC","math",446,15
"610112",2022,"ES","IAR/PARCC","math",225,0.9
"610115",2022,"ES","IAR/PARCC","math",154,2.6
"610116",2022,"ES","IAR/PARCC","math",134,3
"610117",2022,"ES","IAR/PARCC","math",211,13.3
"610120",2022,"ES","IAR/PARCC","math",232,7.3
"610121",2022,"ES","IAR/PARCC","math",168,1.8
"610122",2022,"ES","IAR/PARCC","math",454,22.9
"610123",2022,"ES","IAR/PARCC","math",127,0
"610124",2022,"ES","IAR/PARCC","math",147,2.7
"610125",2022,"ES","IAR/PARCC","math",298,7
"610126",2022,"ES","IAR/PARCC","math",311,6.4
"610127",2022,"ES","IAR/PARCC","math",468,11.8
"610128",2022,"ES","IAR/PARCC","math",139,0
"610129",2022,"ES","IAR/PARCC","math",219,17.8
"610130",2022,"ES","IAR/PARCC","math",104,1.9
"610131",2022,"ES","IAR/PARCC","math",86,14
"610132",2022,"ES","IAR/PARCC","math",130,41.5
"610133",2022,"ES","IAR/PARCC","math",169,2.4
"610135",2022,"ES","IAR/PARCC","math",446,12.6
"610136",2022,"ES","IAR/PARCC","math",275,44.4
"610137",2022,"ES","IAR/PARCC","math",412,21.6
"610138",2022,"ES","IAR/PARCC","math",495,32.1
"610139",2022,"ES","IAR/PARCC","math",209,2.4
"610141",2022,"ES","IAR/PARCC","math",327,36.1
"610142",2022,"ES","IAR/PARCC","math",325,16.6
"610143",2022,"ES","IAR/PARCC","math",142,0.7
"610144",2022,"ES","IAR/PARCC","math",418,6.9
"610145",2022,"ES","IAR/PARCC","math",373,10.5
"610146",2022,"ES","IAR/PARCC","math",124,0
"610147",2022,"ES","IAR/PARCC","math",426,20.9
"610148",2022,"ES","IAR/PARCC","math",499,19.4
"610152",2022,"ES","IAR/PARCC","math",203,3.9
"610153",2022,"ES","IAR/PARCC","math",173,1.7
"610155",2022,"ES","IAR/PARCC","math",398,46.7
"610157",2022,"ES","IAR/PARCC","math",772,8.7
"610158",2022,"ES","IAR/PARCC","math",233,10.3
"610159",2022,"ES","IAR/PARCC","math",428,22.4
"610165",2022,"ES","IAR/PARCC","math",250,5.2
"610167",2022,"ES","IAR/PARCC","math",341,4.1
"610170",2022,"ES","IAR/PARCC","math",489,18.4
"610171",2022,"ES","IAR/PARCC","math",282,2.5
"610172",2022,"ES","IAR/PARCC","math",142,0
"610173",2022,"ES","IAR/PARCC","math",139,13.7
"610174",2022,"ES","IAR/PARCC","math",161,6.8
"610175",2022,"ES","IAR/PARCC","math",201,8
"610176",2022,"ES","IAR/PARCC","math",271,4.1
"610177",2022,"ES","IAR/PARCC","math",628,65.8
"610178",2022,"ES","IAR/PARCC","math",113,0.9
"610179",2022,"ES","IAR/PARCC","math",509,18.5
"610180",2022,"ES","IAR/PARCC","math",215,1.4
"610182",2022,"ES","IAR/PARCC","math",173,45.7
"610183",2022,"ES","IAR/PARCC","math",254,3.1
"610184",2022,"ES","IAR/PARCC","math",199,0.5
"610185",2022,"ES","IAR/PARCC","math",660,8.9
"610188",2022,"ES","IAR/PARCC","math",123,7.3
"610191",2022,"ES","IAR/PARCC","math",366,35.2
"610192",2022,"ES","IAR/PARCC","math",326,3.1
"610193",2022,"ES","IAR/PARCC","math",213,2.8
"610194",2022,"ES","IAR/PARCC","math",138,5.1
"610195",2022,"ES","IAR/PARCC","math",408,18.1
"610196",2022,"ES","IAR/PARCC","math",296,16.9
"610197",2022,"ES","IAR/PARCC","math",249,9.2
"610198",2022,"ES","IAR/PARCC","math",238,8
"610199",2022,"ES","IAR/PARCC","math",116,10.3
"610200",2022,"ES","IAR/PARCC","math",132,1.5
"610201",2022,"ES","IAR/PARCC","math",514,36.6
"610202",2022,"ES","IAR/PARCC","math",168,0.6
"610203",2022,"ES","IAR/PARCC","math",359,11.7
"610206",2022,"ES","IAR/PARCC","math",637,18.8
"610207",2022,"ES","IAR/PARCC","math",168,6
"610208",2022,"ES","IAR/PARCC","math",186,1.6
"610209",2022,"ES","IAR/PARCC","math",446,8.7
"610212",2022,"ES","IAR/PARCC","math",242,9.1
"610213",2022,"ES","IAR/PARCC","math",304,3.3
"610215",2022,"ES","IAR/PARCC","math",259,3.1
"610216",2022,"ES","IAR/PARCC","math",130,5.4
"610217",2022,"ES","IAR/PARCC","math",345,34.2
"610218",2022,"ES","IAR/PARCC","math",147,6.1
"610219",2022,"ES","IAR/PARCC","math",432,14.4
"610220",2022,"ES","IAR/PARCC","math",367,46.9
"610221",2022,"ES","IAR/PARCC","math",131,1.5
"610223",2022,"ES","IAR/PARCC","math",238,0.4
"610225",2022,"ES","IAR/PARCC","math",149,4
"610226",2022,"ES","IAR/PARCC","math",352,15.3
"610227",2022,"ES","IAR/PARCC","math",472,9.1
"610228",2022,"ES","IAR/PARCC","math",111,4.5
"610229",2022,"ES","IAR/PARCC","math",436,41.7
"610230",2022,"ES","IAR/PARCC","math",265,54.3
"610231",2022,"ES","IAR/PARCC","math",452,23
"610234",2022,"ES","IAR/PARCC","math",183,2.2
"610235",2022,"ES","IAR/PARCC","math",358,1.4
"610237",2022,"ES","IAR/PARCC","math",155,1.9
"610238",2022,"ES","IAR/PARCC","math",107,5.6
"610239",2022,"ES","IAR/PARCC","math",328,2.1
"610242",2022,"ES","IAR/PARCC","math",226,10.6
"610246",2022,"ES","IAR/PARCC","math",571,10.2
"610248",2022,"ES","IAR/PARCC","math",327,21.7
"610249",2022,"ES","IAR/PARCC","math",198,19.2
"610250",2022,"ES","IAR/PARCC","math",190,5.8
"610251",2022,"ES","IAR/PARCC","math",205,0.5
"610252",2022,"ES","IAR/PARCC","math",101,0
"610254",2022,"ES","IAR/PARCC","math",184,1.6
"610256",2022,"ES","IAR/PARCC","math",23,30.4
"610257",2022,"ES","IAR/PARCC","math",115,0.9
"610263",2022,"ES","IAR/PARCC","math",381,1.3
"610268",2022,"ES","IAR/PARCC","math",171,1.8
"610269",2022,"ES","IAR/PARCC","math",133,4.5
"610271",2022,"ES","IAR/PARCC","math",176,2.8
"610274",2022,"ES","IAR/PARCC","math",164,0.6
"610276",2022,"ES","IAR/PARCC","math",170,1.8
"610279",2022,"ES","IAR/PARCC","math",185,1.1
"610281",2022,"ES","IAR/PARCC","math",308,3.6
"610282",2022,"ES","IAR/PARCC","math",194,1
"610284",2022,"ES","IAR/PARCC","math",162,16.7
"610287",2022,"ES","IAR/PARCC","math",196,5.6
"610290",2022,"ES","IAR/PARCC","math",138,2.2
"610291",2022,"ES","IAR/PARCC","math",451,12.9
"610293",2022,"ES","IAR/PARCC","math",187,1.1
"610295",2022,"ES","IAR/PARCC","math",137,3.6
"610298",2022,"ES","IAR/PARCC","math",157,58.6
"610299",2022,"ES","IAR/PARCC","math",143,4.2
"610300",2022,"ES","IAR/PARCC","math",245,0.8
"610305",2022,"ES","IAR/PARCC","math",211,0.5
"610312",2022,"ES","IAR/PARCC","math",47,12.8
"610313",2022,"ES","IAR/PARCC","math",227,6.6
"610315",2022,"ES","IAR/PARCC","math",71,1.4
"610316",2022,"ES","IAR/PARCC","math",143,16.1
"610317",2022,"ES","IAR/PARCC","math",215,2.3
"610319",2022,"ES","IAR/PARCC","math",229,12.7
"610325",2022,"ES","IAR/PARCC","math",339,8.3
"610329",2022,"ES","IAR/PARCC","math",168,27.4
"610339",2022,"ES","IAR/PARCC","math",244,0
"610342",2022,"ES","IAR/PARCC","math",246,3.7
"610345",2022,"ES","IAR/PARCC","math",168,1.8
"610347",2022,"ES","IAR/PARCC","math",220,4.1
"610350",2022,"ES","IAR/PARCC","math",259,12.4
"610352",2022,"ES","IAR/PARCC","math",419,12.6
"610353",2022,"ES","IAR/PARCC","math",427,4.4
"610354",2022,"ES","IAR/PARCC","math",157,11.5
"610355",2022,"ES","IAR/PARCC","math",112,8
"610362",2022,"ES","IAR/PARCC","math",134,8.2
"610363",2022,"ES","IAR/PARCC","math",824,32.4
"610364",2022,"ES","IAR/PARCC","math",122,0
"610366",2022,"ES","IAR/PARCC","math",131,6.1
"610367",2022,"ES","IAR/PARCC","math",262,1.9
"610368",2022,"ES","IAR/PARCC","math",242,1.2
"610369",2022,"ES","IAR/PARCC","math",175,0.6
"610391",2022,"ES","IAR/PARCC","math",218,35.8
"610396",2022,"ES","IAR/PARCC","math",625,5.6
"610405",2022,"ES","IAR/PARCC","math",192,7.8
"610503",2022,"ES","IAR/PARCC","math",121,3.3
"610515",2022,"ES","IAR/PARCC","math",208,37.5
"610520",2022,"ES","IAR/PARCC","math",330,44.2
"610521",2022,"ES","IAR/PARCC","math",102,6.9
"610523",2022,"ES","IAR/PARCC","math",266,32
"610530",2022,"ES","IAR/PARCC","math",135,4.4
"610532",2022,"ES","IAR/PARCC","math",875,10.2
"610533",2022,"ES","IAR/PARCC","math",522,4
"610534",2022,"ES","IAR/PARCC","math",262,85.5
"610539",2022,"ES","IAR/PARCC","math",475,8.6
"610541",2022,"ES","IAR/PARCC","math",430,13.5
"610542",2022,"ES","IAR/PARCC","math",403,23.6
"610544",2022,"ES","IAR/PARCC","math",513,12.9
"610548",2022,"ES","IAR/PARCC","math",226,44.2
"610559",2022,"ES","IAR/PARCC","math",513,3.9
"610564",2022,"ES","IAR/PARCC","math",182,21.4
"610586",2022,"ES","IAR/PARCC","math",372,5.6
"610588",2022,"ES","IAR/PARCC","math",951,11.4
"610589",2022,"ES","IAR/PARCC","math",152,38.2
"610590",2022,"ES","IAR/PARCC","math",166,60.2
"400009",2021,"ES","IAR/PARCC","math",56,7.1
"400011",2021,"ES","IAR/PARCC","math",236,7.2
"400017",2021,"ES","IAR/PARCC","math",132,2.3
"400021",2021,"ES","IAR/PARCC","math",277,7.2
"400023",2021,"ES","IAR/PARCC","math",252,11.1
"400024",2021,"ES","IAR/PARCC","math",322,6.2
"400025",2021,"ES","IAR/PARCC","math",277,9.7
"400027",2021,"ES","IAR/PARCC","math",219,17.8
"400028",2021,"ES","IAR/PARCC","math",325,5.2
"400029",2021,"ES","IAR/PARCC","math",230,2.6
"400030",2021,"ES","IAR/PARCC","math",342,10.2
"400031",2021,"ES","IAR/PARCC","math",62,4.8
"400033",2021,"ES","IAR/PARCC","math",671,2.1
"400035",2021,"ES","IAR/PARCC","math",166,12
"400039",2021,"ES","IAR/PARCC","math",110,0.9
"400043",2021,"ES","IAR/PARCC","math",70,4.3
"400046",2021,"ES","IAR/PARCC","math",110,2.7
"400047",2021,"ES","IAR/PARCC","math",168,4.2
"400048",2021,"ES","IAR/PARCC","math",63,6.3
"400049",2021,"ES","IAR/PARCC","math",231,2.6
"400050",2021,"ES","IAR/PARCC","math",147,3.4
"400052",2021,"ES","IAR/PARCC","math",192,6.3
"400060",2021,"ES","IAR/PARCC","math",104,6.7
"400061",2021,"ES","IAR/PARCC","math",145,2.1
"400064",2021,"ES","IAR/PARCC","math",74,0
"400066",2021,"ES","IAR/PARCC","math",36,0
"400068",2021,"ES","IAR/PARCC","math",63,1.6
"400069",2021,"ES","IAR/PARCC","math",225,3.1
"400071",2021,"ES","IAR/PARCC","math",260,4.2
"400075",2021,"ES","IAR/PARCC","math",103,3.9
"400076",2021,"ES","IAR/PARCC","math",75,16
"400077",2021,"ES","IAR/PARCC","math",49,16.3
"400079",2021,"ES","IAR/PARCC","math",229,20.1
"400080",2021,"ES","IAR/PARCC","math",188,8.5
"400081",2021,"ES","IAR/PARCC","math",156,5.8
"400082",2021,"ES","IAR/PARCC","math",156,7.1
"400083",2021,"ES","IAR/PARCC","math",111,1.8
"400084",2021,"ES","IAR/PARCC","math",135,11.1
"400089",2021,"ES","IAR/PARCC","math",109,7.3
"400092",2021,"ES","IAR/PARCC","math",162,0.6
"400096",2021,"ES","IAR/PARCC","math",389,6.4
"400101",2021,"ES","IAR/PARCC","math",217,12.4
"400107",2021,"ES","IAR/PARCC","math",151,6.6
"400111",2021,"ES","IAR/PARCC","math",105,5.7
"400112",2021,"ES","IAR/PARCC","math",140,11.4
"400114",2021,"ES","IAR/PARCC","math",162,9.3
"400115",2021,"ES","IAR/PARCC","math",107,1.9
"400116",2021,"ES","IAR/PARCC","math",123,1.6
"400120",2021,"ES","IAR/PARCC","math",284,5.3
"400121",2021,"ES","IAR/PARCC","math",115,2.6
"400151",2021,"ES","IAR/PARCC","math",34,0
"400153",2021,"ES","IAR/PARCC","math",207,12.1
"400159",2021,"ES","IAR/PARCC","math",275,6.9
"400161",2021,"ES","IAR/PARCC","math",169,3
"400162",2021,"ES","IAR/PARCC","math",55,21.8
"400165",2021,"ES","IAR/PARCC","math",119,11.8
"400167",2021,"ES","IAR/PARCC","math",413,4.8
"400168",2021,"ES","IAR/PARCC","math",161,8.1
"400178",2021,"ES","IAR/PARCC","math",324,1.5
"400181",2021,"ES","IAR/PARCC","math",26,3.8
"609716",2021,"ES","IAR/PARCC","math",44,2.3
"609720",2021,"ES","IAR/PARCC","math",65,95.4
"609725",2021,"ES","IAR/PARCC","math",69,5.8
"609726",2021,"ES","IAR/PARCC","math",64,43.8
"609734",2021,"ES","IAR/PARCC","math",33,87.9
"609746",2021,"ES","IAR/PARCC","math",135,62.2
"609755",2021,"ES","IAR/PARCC","math",240,99.2
"609772",2021,"ES","IAR/PARCC","math",340,12.6
"609773",2021,"ES","IAR/PARCC","math",162,29
"609774",2021,"ES","IAR/PARCC","math",280,40.7
"609779",2021,"ES","IAR/PARCC","math",453,27.8
"609780",2021,"ES","IAR/PARCC","math",223,4
"609782",2021,"ES","IAR/PARCC","math",260,36.2
"609786",2021,"ES","IAR/PARCC","math",138,1.4
"609788",2021,"ES","IAR/PARCC","math",89,5.6
"609789",2021,"ES","IAR/PARCC","math",73,1.4
"609790",2021,"ES","IAR/PARCC","math",42,2.4
"609791",2021,"ES","IAR/PARCC","math",73,0
"609792",2021,"ES","IAR/PARCC","math",201,14.9
"609793",2021,"ES","IAR/PARCC","math",72,1.4
"609794",2021,"ES","IAR/PARCC","math",131,86.3
"609795",2021,"ES","IAR/PARCC","math",121,12.4
"609796",2021,"ES","IAR/PARCC","math",320,45
"609797",2021,"ES","IAR/PARCC","math",164,0.6
"609798",2021,"ES","IAR/PARCC","math",15,60
"609799",2021,"ES","IAR/PARCC","math",521,56.4
"609800",2021,"ES","IAR/PARCC","math",41,0
"609803",2021,"ES","IAR/PARCC","math",316,57.6
"609804",2021,"ES","IAR/PARCC","math",159,11.3
"609805",2021,"ES","IAR/PARCC","math",114,5.3
"609806",2021,"ES","IAR/PARCC","math",197,4.1
"609807",2021,"ES","IAR/PARCC","math",98,2
"609808",2021,"ES","IAR/PARCC","math",21,0
"609809",2021,"ES","IAR/PARCC","math",93,7.5
"609810",2021,"ES","IAR/PARCC","math",371,24
"609811",2021,"ES","IAR/PARCC","math",49,2
"609812",2021,"ES","IAR/PARCC","math",98,0
"609813",2021,"ES","IAR/PARCC","math",27,0
"609815",2021,"ES","IAR/PARCC","math",305,3
"609817",2021,"ES","IAR/PARCC","math",162,23.5
"609818",2021,"ES","IAR/PARCC","math",44,0
"609819",2021,"ES","IAR/PARCC","math",65,0
"609820",2021,"ES","IAR/PARCC","math",306,48.4
"609821",2021,"ES","IAR/PARCC","math",109,1.8
